title_id,title,complete_title,release_year,rating,rater,casts_slug,screenwriter,director,poster,synopsis,country,type,episodes,aired,aired_on,original_network,duration,score,ranked,popularity,content_rating,watchers
22066-game-sanaeha,Game Sanaeha,Game Sanaeha (2018),2018,8.1,2713,/people/7160-tangsrisuk-jirayu|/people/7470-temeeruk-nataporn|/people/10599-gul-amena|/people/7350-hiranyatithi-chatayodom|/people/9896-engtrakul-tanyares|/people/10159-phiangphor-sarasathapheng,Nuntawan Rungwongpanich|Danaya Supying,Chudapa Chantakett,https://i.mydramalist.com/JxoOlc.jpg,"Within two years so much happened: Muanchanok studied abroad, her parents got divorced, and her father is getting remarried to a much younger former beauty queen. This broken family transformed Nok into a jealous, ill-tempered woman fixated on reuniting her parents at all costs.Meanwhile, Lakkhanai began to live at Nok's house. He had grown from Nok's childhood acquaintance to a successful, upper-level manager in her father's company. His cohabitation infuriated Nok. Upon being challenged by Lakkhanai, Nok started a game of love with him. However, Nai's feelings for her were sincere all along. Will Nok win and break Lakkhanai? Or will she give in and accept his feelings?(Source: Ingfakirata; edited by KayesDramas at MyDramaList)~~ Adapted from the novel ""Buang Sanaeha"" by Arita.",Thailand,Drama,14,"Jun 25, 2018 - Aug  7, 2018","Monday, Tuesday",Channel 3,1 hr. 50 min.,"8.1 (scored by 2,713 users)",1728,2350,15+ - Teens 15 or older,6158
763003-ready-set-love,"Ready, Set, Love","Ready, Set, Love (2024)",2024,8.1,6386,/people/23981-blue-pongtiwat-tangwancharoen|/people/7972-paladesh-kemisara|/people/19330-linly-apichaya-thongkham|/people/110009-man-trisanu-soranun|/people/64851-new-chayapak-tunprayoon|/people/7189-thongmee-natthaweeranuch,Rangsima Akarawiwat|Tee Phuwanit Pholdee,Yanyong Kuruangkura|May Apizsara Praisin,https://i.mydramalist.com/0wb2eE_4c.jpg,"In a parallel universe, female newborns vastly outnumber their male counterparts due to an inexplicable pandemic. As men become rarer, they're hailed as ""national treasures,"" and women must win their affections in a government-sponsored competition called ""Ready, Set, Love."" When Day is unexpectedly accepted into the competition, she meets the most popular guy, Son. Their burgeoning love and the world they know it are threatened when they uncover a conspiracy operating beneath the surface. (Source: Netflix)",Thailand,Drama,6,"Feb 15, 2024",Thursday,Netflix,1 hr. 8 min.,"8.1 (scored by 6,386 users)",1916,1518,13+ - Teens 13 or older,10372
743929-cherry-magic-thailand,Cherry Magic,Cherry Magic (2023),2023,8.1,7104,/people/14100-vihokratana-tawan|/people/12214-thitipoom-techaapaikhun|/people/32373-junior-panachai-sriariyarungruang|/people/88167-mark|/people/13814-supsap-ployshompoo|/people/9746-cheewagaroon-harit,Manow Waneepan Ounphoklang|Mook Jarinee Thanomyat|PingPong Suwanun Pohgudsai,X Nuttapong Mongkolsawas,https://i.mydramalist.com/jQXrew_4c.jpg,"Achi is an ordinary employee at a stationary company. He's still single, still a virgin. When he turns thirty, however, he's shocked to find he's developed the power to read people's minds when making physical contact. He attempts to avoid contact with anyone, but it gets worse when Achi accidentally reads the mind of Karan, his most handsome, perfect colleague. He learns that this good-natured, smiley guy is falling for him. Following this incident, he does his best to keep his distance in order to nip Karan's feelings in the bud. (Source: Thai = GMMTV || Translation = MyDramaList)~~ Adapted from the manga series “Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!"" (30歳まで童貞だと魔法使いになれるらしい) by Toyota Yuu (豊田悠).",Thailand,Drama,12,"Dec  9, 2023 - Mar  2, 2024",Saturday,GMM 25 ViuTV,45 min.,"8.1 (scored by 7,104 users)",1731,788,13+ - Teens 13 or older,19539
699789-the-comments,The Comments,The Comments (2021),2021,8.1,644,/people/19348-aye-sarunchana-apisamaimongkol|/people/12214-thitipoom-techaapaikhun|/people/17114-reonchaidee-pathompong|/people/9746-cheewagaroon-harit|/people/15575-apichaya-saisee|/people/39803-film-rachanun-mahawawan,Lalil Kittitanaphan|Naphat Chitveerapat|Parkpoom Nuntalit,,https://i.mydramalist.com/XmxvO_4c.jpg,"Papang, student president and outstanding all-around student and perfect in every way, kills herself in the middle of her live stream. She is copying Gina, her favourite actress, the second female idol to be cyberbullied to the extent of committing suicide in the middle of her live stream.Her brother Khan wants to investigate the reason behind her decision. He enlists the help of Phat, the young assistant teacher to Ms. Wimol, Papang’s homeroom teacher. Hoping to learn the truth, Khan and Phat speak to the following students: Nan, the social media addict who feels she is inferior to Papang in every way; Toon, the straight-A student who wants to be the student president to complement her grades; and Pok, the young man who had a crush on Papang, whom she brutally rejected. Next, they speak to her mother Pimpa with whom Papang had long-standing issues regarding her relationship with Wittaya, a man already with a family. Pimpa seems to be hiding something. The more they search, the more Khan and Phat become suspicious about the clues behind Papang’s seemingly perfect world. She was suffering from defamation and bullying. In the end, what exactly led to Papang's suicide?(Source: GMMTV YouTube; MyDramaList)",Thailand,Drama,5,"May 23, 2021 - Jun  6, 2021","Saturday, Sunday",GMM 25,45 min.,8.1 (scored by 644 users),1732,5401,13+ - Teens 13 or older,1962
39883-let-s-fight-ghost,Let's Fight Ghost,Let's Fight Ghost (2021),2021,8.1,1613,/people/17455-saint-suppapong-udomkaewkanjana|/people/21074-orn-patchanan-jiajirachote|/people/10426-sungkibool-kornrawich|/people/52353-apiwit-bartholomew-reardon|/people/9397-wongchayaporn-waratthaya|/people/7665-siripipat-thongpoom,Juttuporn Boothkort|Note Tapanan Tanadulyawat|Mahateu Suppawat Hongsa|Bangpahn Homjan|Phairat Thaton|Weerachart Narintarakul Na Ayutthaya|Alisa Thungyoosawat,Khom Kongkiat Khomsiri,https://i.mydramalist.com/XXxzZ_4c.jpg,"A cohabitation comedy about a ghost of a high school girl who has been dead for 5 years and an exorcist college boy with the ability to see and hear ghosts. What he’s discovered over the years is that he can touch them and fight them off, so when he’s in need of a part-time job and can’t find one that pays well enough, he starts putting ads online as an exorcist for hire. His ad: “Will face off with your ghosts. Chances of winning: virgin ghosts 80%, bachelor ghosts 40%, child ghosts 97%, the rest 50%.” One night he goes out on the job and faces off with a schoolgirl ghost, and during the fight, they accidentally kiss and sparks fly."" (Source: IMDb)~~ Adapted from the webtoon “Let's Fight, Ghost” (싸우자귀신아) by Iminsu (임인스).",Thailand,Drama,16,"Mar  3, 2021 - Apr 22, 2021","Wednesday, Thursday",Netflix True4U TrueID,1 hr. 5 min.,"8.1 (scored by 1,613 users)",1786,2552,15+ - Teens 15 or older,5583
19808-the-crown-princess,The Crown Princess,The Crown Princess (2018),2018,8.1,2908,/people/7123-sperbund-urassaya|/people/7121-nadech-kugimiya|/people/7251-legge-sara|/people/14599-leowrakwong-intad|/people/13724-dean-matthew|/people/11883-yotamornsunthorn-nithichai,Nuttiya Sirakornwilai,Aew Ampaiporn Jitmaingong,https://i.mydramalist.com/NrQNRc.jpg,"The main heroine - a princess of a small country,  comes into danger after her coronation. To protect her they send her to Thailand, where the main hero - a navy man- becomes her bodyguard.",Thailand,Drama,12,"May 14, 2018 - Jun 19, 2018","Monday, Tuesday",Channel 3,1 hr. 50 min.,"8.1 (scored by 2,908 users)",1774,1883,G - All Ages,8094
56933-love-storm,Love in the Air,Love in the Air (2022),2022,8.1,30076,/people/97277-boss-chaikamon-sermsongwittaya|/people/97279-noeul-nuttarat-tangwai|/people/86743-fort-thitipong-setjai|/people/85255-peat-wasuthorn-chaijinda|/people/25205-tonnam-piamchol-dumrongsoontornchai|/people/108039-nut-nattapong-prompinit,,Ne Neti Suwanjinda,https://i.mydramalist.com/keNeb_4c.jpg,"When clouds in the sky and falling rain tease the two close friends in trouble, Rain and Sky, it takes them to meet Payu and Prapai, who are not only cunning saviours but also guys making storms in the two best friends' hearts. The war of love is about to take place in the warm spring, hot summer, lonely autumn and cold winter. How would the atmosphere of love be? Which way would their hearts wave and the air full of love take them to? (Source: memindyofficial on Instagram)~~ Adapted from the novels “Love Storm” (พายุรักโถมใจ) and “Love Sky” (พระพายหมายฟ้า) by MAME.",Thailand,Drama,13,"Aug 18, 2022 - Nov 10, 2022",Thursday,GMM 25,45 min.,"8.1 (scored by 30,076 users)",1850,224,18+ Restricted (violence & profanity),46861
681019-i-told-sunset-about-you-part-2,I Promised You the Moon,I Promised You the Moon (2021),2021,8.1,13511,/people/32927-billkin-putthipong-assaratanakul|/people/33009-krit-amnuaydechkorn|/people/13074-wiwattanawarang-oabnithi|/people/17630-goy-arachaporn-pokinpakorn|/people/35597-na-naphat-vikairungroj|/people/64855-ta-taninrat-wadsriwat,Ham Vasudhorn Piyaromna|Kate Karakade Norasethaporn,,https://i.mydramalist.com/xJjnE_4c.jpg,"Teh and Oh-aew, now in a blissful relationship for over a year, bid farewell to Phuket and head to Bangkok for their university lives. This time, however, as days pass Teh begins to feel differently towards Oh-aew as he spends more time with his university friends. To make matters worse, Teh begins to develop feelings for Jai, his senior in the drama club making which Oh-aew starts to notice. Will Teh and Oh-aew cross these challenges and succeed in their love?(Source: rahullovesdrama at MyDramaList)",Thailand,Drama,5,"May 27, 2021 - Jun 24, 2021",Thursday,LINE TV,1 hr. 5 min.,"8.1 (scored by 13,511 users)",1868,428,15+ - Teens 15 or older,31196
682581-mama-gogo,Mama Gogo,Mama Gogo (2022),2022,8.1,1739,/people/7391-horwang-cris|/people/12490-loekhunnasombat-thanat|/people/23405-paweenut-pangnakorn|/people/21407-joss-way-ar-sangngern|/people/14516-watthanasetsiri-pirapat|/people/23761-sarocha-burin,Game Kirati Kumsat|Chim Sedthawut Inboon|Pacharawan Chaipuwarat|Zaii Nuttamon Yimyam,,https://i.mydramalist.com/1npz6_4c.jpg,"Former 90’s singer Annie inherits from an uncle an old, once popular host bar called  Papa Go Go. With renovations underway, Annie must now hire her all-star lineup of handsome, talented, and charming male hosts. With the club rebranded as Mama Go Go, it quickly makes a name for itself.Not to be outdone, Annie’s former singing partner and current frenemy Tina intentionally opens a bar to compete with Annie’s.(Source: GMMTV || Edited by MyDramaList)",Thailand,Drama,12,"Jun 12, 2022 - Aug 28, 2022",Sunday,AIS Play GMM 25,1 hr. 3 min.,"8.1 (scored by 1,739 users)",1921,2123,Not Yet Rated,6969
714201-my-only-12,My Only 12%,My Only 12% (2022),2022,8.1,9621,/people/18179-earth-katsamonnat-namwirote|/people/61253-santa-pongsapan-oudompoch|/people/29765-prem-warut-chawalitrujiwong|/people/86357-afterday|/people/81575-fairy-kirana-pipityakorn|/people/11683-panichtamrong-peemapol,,New Siwaj Sawatmaneekul,https://i.mydramalist.com/122nd_4c.jpg,"Cake and Seeiw have been friends as far as they can remember. Cake is very outgoing and has a lot of friends while Seeiw is very shy and barely speaks to people he's not used to being around.  Despite their different personalities, they are very close. By being next-door neighbors since they were born, they became an essential aspect of each other's lives. However, as they become older, things change and so do the way they see each other. There is only a 12% possibility of having a successful first love. Would that 12% be enough? ~~ Adapted from the novel “12%” by afterday.",Thailand,Drama,14,"Aug 12, 2022 - Nov 11, 2022",Friday,,40 min.,"8.1 (scored by 9,621 users)",2028,695,13+ - Teens 13 or older,21639
743919-only-friends,Only Friends,Only Friends (2023),2023,8.1,14826,/people/19084-kanaphan-puitrakul|/people/22234-khaotung-thanawat-rattanakitpaisan|/people/58069-force-jiratchapong-srisang|/people/55391-book-kasidet-plookphol|/people/19052-neo-nimtawat-trai|/people/71915-mark-pakin-kunaanuvit,Best Kittisak Kongka|Den Panuwat Inthawat,Ninew Pinya Chookamsri,https://i.mydramalist.com/qYnDzQ_4c.jpg,"Mew, Ray, Boston and Namchueam—a group of business students running a hostel together—blur the lines between friendship and romance. Mew has been focusing on his studies, setting aside no time for sex and relationships. To help them with their business's design, Boston introduces the group to Top. Boston didn't anticipate Top's interest in Mew and he isn't happy with the turn of events. Economics student Sand wants an exclusive relationship with Ray, but Ray has feelings for Mew and he's not interested in settling. IT guy Nick finds a sex tape in Boston's phone and ends up in a friends-with-benefits relationship with him. However, Nick wants something more. (Source: MyDramaList)",Thailand,Drama,12,"Aug 12, 2023 - Oct 28, 2023",Saturday,GMM 25 oneD,46 min.,"8.1 (scored by 14,826 users)",2000,449,13+ - Teens 13 or older,29817
67107-girl-from-nowhere-season-2,Girl From Nowhere Season 2,Girl From Nowhere Season 2 (2021),2021,8.1,10813,/people/19646-chicha-amatayakul|/people/34977-nink-chanya-mcclory|/people/9309-supapunpinyo-teeradon|/people/13725-sirikul-penpak|/people/9465-tanchanok-good-patricia|/people/53627-aim,Lek Kongdej Jaturanrasamee|Mai Aticha Tanthanawigrai|Siam Tinnapat Banyatpiyapoj,Goff Paween Purijitpanya|S Khomkrit Treewimol|Pokpong Pairach  Khumwan|Dom Sitisiri Mongkolsiri|Kuyteav Jatuphong Rungrueangdechaphat|Num Sarawut Tungkarak,https://i.mydramalist.com/Bn7Zq_4c.jpg,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.(Source: Netflix)",Thailand,Drama,8,"May  7, 2021",Friday,GMM 25 Netflix,45 min.,"8.1 (scored by 10,813 users)",2053,867,18+ Restricted (violence & profanity),18213
31878-a-gift-to-the-people-you-hate,A Gift to the People You Hate,A Gift to the People You Hate (2019),2019,8.1,1167,/people/9738-rakkaen-toni|/people/19348-aye-sarunchana-apisamaimongkol|/people/16736-weerayuttvilai-puimek|/people/10480-thawornwong-jirakit|/people/15217-weerawatnodom-tipnaree|/people/9741-jan-ngern-pattadon,Fon Kanittha Kwunyoo|Yod Chiangmun Ngamkanokwan|Lalil Kittitanaphan|Naphat Chitveerapat|Parkpoom Nuntalit|Meang Pakapol Srirongmuang,Por Saroch Nuamsamran,https://i.mydramalist.com/2WYgw_4c.jpg,"The shop of a certain person wearing a mask sells gifts for people that you hate. There are four levels of gifts; making the receiver ashamed, scaring the receiver, hurting the receiver, and making the receiver die. Do you hate someone so much to give them this gift? Your hatred is their responsibility.",Thailand,Drama,10,"Oct 18, 2019 - Dec 20, 2019",Friday,One 31,55 min.,"8.1 (scored by 1,167 users)",2022,3789,15+ - Teens 15 or older,3350
28744-likhit-haeng-jan,Likit Haeng Jan,Likit Haeng Jan (2019),2019,8.1,749,/people/7608-wongsarattanasin-pichukkana|/people/17082-puen-kanin-chobpradit|/people/22689-ting-kratingg|/people/7128-vongvasana-nutwara|/people/7141-thakrit-thamannopjit|/people/7834-lata-kiatkamol,,,https://i.mydramalist.com/ZoLoOc.jpg,"On the night of a full moon, two people from two different worlds that look alike switch places. From the past is Duangkaew, a conservative and quiet girl, whereas from the present is Opal, a girl who is tomboyish and outspoken. When these two switch places, what will happen to them and the people in each world?(Source: Ch3Thailand)",Thailand,Drama,14,"Aug 30, 2019 - Sep 28, 2019","Friday, Saturday, Sunday",Channel 3,1 hr. 50 min.,8.1 (scored by 749 users),2074,5262,Not Yet Rated,2047
16323-padiwaradda,Padiwaradda,Padiwaradda (2016),2016,8.1,2080,/people/7160-tangsrisuk-jirayu|/people/7381-bella-vanita|/people/7128-vongvasana-nutwara|/people/7263-sukapat-jintara-mam|/people/9585-kitsuwon-supakorn|/people/9786-tientong-asanai,Nuntawan Rungwongpanich,King Somching Srisupap,https://i.mydramalist.com/2lpod_4c.jpg,"To show gratitude to her adoptive father, Rin Rapee accepts to disguise herself as his real daughter and marry Saran, to keep the promise their fathers had made in the past. Saran is a cold-hearted guy who suffers from his previous love. Although he knows that Rin's adoptive family has deceived him, he does not wish to return his bride, since he gets to know her beauty and kindness. 
Love slowly grows. But soon their love is tested, when Duangsawad, his ex-lover, returns to him, while Rin also feels guilty with the secret she is hiding from him.",Thailand,Drama,14,"Jan 13, 2016 - Feb 25, 2016","Wednesday, Thursday",Channel 3,1 hr. 45 min.,"8.1 (scored by 2,080 users)",2050,3107,G - All Ages,4414
27416-khun-mae-suam-roy,Khun Mae Suam Roy,Khun Mae Suam Roy (2018),2018,8.1,1847,/people/14362-ongumpai-wansiri|/people/12244-karnthip-pop-thagoon|/people/19410-judo-tantachj-tharinpirom|/people/9462-chuaykua-laphasrada|/people/9579-toongkamanee-duangta|/people/9461-watitapun-sarocha,Nattaphol Ketboonchoo|Pataranun Isarankura na Ayudhya,Nok Natthaphon Phatcharachayanon,https://i.mydramalist.com/kko1Oc.jpg,"Sina, a professional stunt woman, returns from America to find her identical twin sister, Siriya, a mother of a child from her already-married lover Pipop and disabled from her waist below after a mysterious shooting attack.After Pipop's sudden death, her twin sister finds herself the owner of a large part of Pipop's wealth. However,  Pipop's will states that in order for all of the members of the household to inherit their share of the wealth, her sister Siriya must marry his younger brother, Athirat, for at least a year. If not, Pipop's entire wealth will be turned donated to charity.On a mission to find the person who made her twin sister disabled and keeps attacking her twin sister and with the help of the Sutharak's family lawyer, Kritt, Sina disguises herself as Siriya and moves into the Sutharak's house with her 2-year-old nephew, Kaosauy and her personal manager, Nuan. Under the disguise of her twin, she also decides to marry Athirat, who is extremely suspicious of her from the beginning. Then begins a race to catch who the real villain is before they catch her instead.(Source: Soju at MyDramaList)",Thailand,Drama,31,"Feb 15, 2018 - Mar 29, 2018","Monday, Tuesday, Wednesday, Thursday, Friday",Channel 3,45 min.,"8.1 (scored by 1,847 users)",2075,3104,13+ - Teens 13 or older,4419
759257-dead-friend-forever-dff,Dead Friend Forever - DFF,Dead Friend Forever - DFF (2023),2023,7.7,3568,/people/87879-ta-nannakun-pakapatpornpob|/people/92313-copper-phuriwat-chotiratnasak|/people/118549-jj-patiphan-fueangfunuwat|/people/29457-fuaiz-thanawat-sinawatra|/people/118425-mio-athens-werapatanakul|/people/118547-bump-pawat-akkradetsakul,Ek Eakasit Thairaat|Sammon|Kanokphan Ornrattanasakul|Issaraporn Kuntisuk,Ma-Deaw Chookiat Sakveerakul|Chantana Tiprachart,https://i.mydramalist.com/Xdey3x_4c.jpg,"Eight school friends take a trip to a vacation house in the mountains. It's supposed to be a last sendoff to a friend who's going to study abroad. The farewell has them revisiting old memories and they discover hints there's a ninth person hidden somewhere in the house. Soon, they're contending with life-threatening incidents and realise this is no ordinary farewell; a dreadful party of disaster awaits them. (Source: Thai = iQIYI || Translation = MyDramaList)",Thailand,Drama,12,"Dec 23, 2023 - Mar  9, 2024",Saturday,iQiyi One 31,45 min.,"7.7 (scored by 3,568 users)",4600,1442,18+ Restricted (violence & profanity),10887
69667-kinnporsche,KinnPorsche,KinnPorsche (2022),2022,8.1,39842,/people/56673-mile-phakphum-romsaithong|/people/17083-apo-nattawin-wattanagitiphat|/people/60777-bible-wichapas-sumettikul|/people/21498-build-jakapan-puttha|/people/37549-jeff-satoe|/people/87871-barcode-tinnasit-isarapongporn,Bee Pongsate Lucksameepong|Ning Bhanbhassa Dhubthien,Khom Kongkiat Khomsiri|Pepzi Banchorn Vorasataree,https://i.mydramalist.com/rwYeN_4c.jpg,"The second son of a Mafia boss, Kinn Theerapanyakul, is fleeing from an enemy when he meets Porsche, an enterprising young bartender. Porsche agrees to help defend Kinn from his attackers for a price.Porsche's martial arts skills impress, and spurred on by his father, Kinn seeks to hire Porsche as one of his personal bodyguards. Porsche is opposed and rejects Kinn’s offer despite his attempts at intimidation.  It isn't until Porsche's family home and his ability to care for his brother are threatened that he acquiesces and moves onto the Theerapanyakul property. It's not a smooth transition into the unorthodox, violent job, and his relationship with Kinn vacillates between strained and playful. When his feelings for Kinn take an unexpected turn, his work becomes even more high-stakes. (Source: MyDramaList) ~~ Adapted from the web novel ""KinnPorsche"" (คินน์พอร์ช) by daemi.",Thailand,Drama,14,"Apr  2, 2022 - Jul  9, 2022",Saturday,iQiyi One 31,60 min.,"8.1 (scored by 39,842 users)",2086,127,18+ Restricted (violence & profanity),65268
10377-leh-nangfah,Leh Nangfah,Leh Nangfah (2014),2014,8.0,1218,/people/7255-sonthichai-wannarot|/people/7995-kasetsin-puttichai|/people/9117-tantiphana-busakorn|/people/9753-theriault-nicole|/people/10258-pupart-oliver|/people/25135-oui-sutita-gatetanon,Porndee Satrawaha,Paoon Jansiri|Wilawan Sangkaphibal,https://i.mydramalist.com/81AxNc.jpg,"Teepob and Lallalit ""Beauty"" grew up together but he hates her. So when she comes to him for help to regain power over her family's company, he pranks her by sending her to do the lowest jobs. Lallalit is a spoiled, bratty and selfish heiress who is completely absorbed with her own beauty. Looking down from heaven two angels decide to teach her a lesson by acting as her fairy godmothers and casting a spell on her. Only she doesn't receive a reward but the curse of living her life as a human at day and as a bird at night. Only true love's kiss can break the spell thinks everyone loves her, so when she was challenged to break the spell. Of course Lallalit thinks it would be a piece of cake to find somebody love her but to her surprise she overhears people talking badly about her, hating her for being rotten.",Thailand,Drama,28,"Apr  7, 2014 - Jul  8, 2014","Monday, Tuesday",Channel 5,60 min.,"8.0 (scored by 1,218 users)",2119,4016,Not Yet Rated,3088
23888-project-s-the-series-spike,Project S: SPIKE,Project S: SPIKE (2017),2017,8.1,1671,/people/13074-wiwattanawarang-oabnithi|/people/7973-mahayotaruk-thiti|/people/11842-lerkcharoempoj-papangkorn|/people/10841-imanothai-kawin|/people/7402-sakuljaroensuk-apinya|/people/17998-pavadee-komchokpaisan,Dew Thanapol Chaowanich,,https://i.mydramalist.com/1o3R5c.jpg,"Theppanya High School has an underdog volleyball team that reached the final round of Thailand's biggest competition last year, but eventually lost to old champion St. Sebastian High. From the disappointment, the team makes a promise to return and win this year. However, Singha, the ace of the team, left for St. Sebastian, making Puen, the new captain of the team, very angry and even more determined to win the championship. The new coach Win then finds a replacement in freshman Than, but the guy has troubles of his own.",Thailand,Drama,8,"May 20, 2017 - Jul  8, 2017",Saturday,GMM 25 LINE TV,45 min.,"8.1 (scored by 1,671 users)",2091,3206,Not Yet Rated,4242
687145-wayla-gam-tay,The Love Proposal,The Love Proposal (2022),2022,8.1,1095,/people/20085-nopjira-lerkkajornnamkul|/people/17220-tre-porapat-srikajorn|/people/17114-reonchaidee-pathompong|/people/29791-parn-khomkrit-duangsuwan|/people/21406-yingying-sarucha|/people/9007-atichanan-seesaywok,Auangarun Smithsuwan|Kate Pimmada Pattana-alongkorn|Nonthaphorn Praphaphorn|Pimsirin Pongwanichsuk,Art Jariwat Uppakharnchaiyaphat,https://i.mydramalist.com/wdb0J_4c.jpg,"Treenut got to know Time because of an accident that happened to Treenut’s student. This impressed Time and he came to see her more often. However, Time was afraid to tell Treenut that he loved her because he still couldn’t forget his former love with Marisa. Instead, Treenut decided to marry Touch, who happens to be gay. Touch urgently needed to get married and have children for his grandfather, Patthana; it was the only way for Touch to keep his position as president of “Methee Group”. Time met Treenut again as Touch's bride-to-be. He was in agony but needed to keep Touch’s secret from Orachun who could expose Touch and take his position. Chane, Touch’s ex-boyfriend, began scheming for reputation and Touch’s money. This chaos began to endanger Touch and Treenut. (Source: ohsweethaven.com || Edited by MyDramaList)",Thailand,Drama,15,"Mar 23, 2022 - May 18, 2022","Wednesday, Thursday",One 31 oneD,1 hr. 30 min.,"8.1 (scored by 1,095 users)",2113,3750,13+ - Teens 13 or older,3400
33335-jao-gum-nai-wen,Bad Romeo,Bad Romeo (2022),2022,8.0,1517,/people/7123-sperbund-urassaya|/people/5335-maurer-mario|/people/15607-pamornmontri-yuranunt|/people/16443-chutimon-chuengcharoensukying|/people/46765-pop-thatchathon|/people/15657-kingpayome-metinee,Danaya Supying,Aew Ampaiporn Jitmaingong,https://i.mydramalist.com/wZ8XA_4c.jpg,"Privileged Saikim meets poor garage owner Kaokla. The two get to know one another and then don't meet again for another seven years. However, Kaokla is now Carl Raman, the adopted son and business heir of millionaire Asia Raman. Saikim herself has become the full-fledged heir of her father's hotel business and is no longer the innocent girl Kaokla met. (Source: Thai = Ch3Plus || Translation = MyDramaList)",Thailand,Drama,17,"Jul 20, 2022 - Sep 14, 2022","Wednesday, Thursday",Channel 3,1 hr. 25 min.,"8.0 (scored by 1,517 users)",2194,3075,G - All Ages,4468
61275-lovely-writer,Lovely Writer,Lovely Writer (2021),2021,8.0,22980,/people/19352-up-poompat-iam-samang|/people/23763-nine-nopparat|/people/49443-bruce-sirikorn-kananuruk|/people/53219-ken-prarunyu-sooksamram|/people/23386-kenji-wasin-panunaporn|/people/56435-zorzo-natharuetai-akkharakitwattanakul,Jungjing Wanna Kortunyavat|Somchai Tidsanawoot|Tan Ekarin Mungmee,Tee Bundit Sintanaparadee,https://i.mydramalist.com/ZPz0L_4c.jpg,"Gene is a professional writer whose publisher suggests he try his hand at a new genre—Y. The resulting novel is a huge commercial success. So successful, in fact, that it's being adapted for TV. When the series begins casting, Gene is invited to auditions where he can be consulted. He’s not really concerned about any of the actors until he meets Nubsib who, right from the start, shows open admiration for Gene. Will Gene accept Nubsib's love? What will it lead to? (Source: Soju at MyDramaList, edited by Gene12131 and others at MyDramaList)~~ Adapted from the novel ""Nap Sip Ja Jup"" (นับสิบจะจูบ) by Wankling.",Thailand,Drama,12,"Feb 24, 2021 - May 12, 2021",Wednesday,Channel 3 WeTV,1 hr. 5 min.,"8.0 (scored by 22,980 users)",2207,266,15+ - Teens 15 or older,42814
715929-you-are-my-favorite,Be My Favorite,Be My Favorite (2023),2023,8.0,8816,/people/11355-sangpotirat-perawat|/people/21409-fluke-gawin-caskey|/people/19348-aye-sarunchana-apisamaimongkol|/people/58121-aou-thanaboon-kiatniran|/people/18178-title-kirati-puangmalee|/people/109043-justina-suvanivihok,Issaraporn Kuntisuk,,https://i.mydramalist.com/kAvOQO_4c.jpg,"Botkawi has forever been in love with Praemai. His life is forever changed when a musical crystal ball he bought as an important gift for Praemai transports him back in time to the age of eighteen. Everything turns upside-down. Instead of fulfilling his hopes and setting things right with Praemai, Botkawi somehow ends up in the arms of Pisaeng. Thus begin their cat-and-mouse games with Pisaeng chasing after Botkawi. Old feelings for Praemai, however, become a detriment to their blossoming romance. Enraged, Botkawi keeps twisting the crystal ball in an attempt to get his desired results.(Source: TheBLXpress.wordpress.com; MyDramaList)~~ Adapted from the novel ""You Are My Favorite"" (บทกวีของปีแสง) by JittiRain.",Thailand,Drama,12,"May 26, 2023 - Aug 11, 2023",Friday,GMM 25 ViuTV,47 min.,"8.0 (scored by 8,816 users)",2297,792,13+ - Teens 13 or older,19488
26461-thong-eak-mor-yah-tah-chaloang,Thong EK: The Herbal Master,Thong EK: The Herbal Master (2019),2019,8.0,651,/people/5335-maurer-mario|/people/7159-voltemas-kimberley|/people/10841-imanothai-kawin|/people/17386-sarin-inpitar-ronnakiat|/people/22809-namwhan-phulita-supinchompoo|/people/8852-thantrakul-napapa,Chert Sangsan Santimaneerat,Chudapa Chantakett,https://i.mydramalist.com/lJlxxc.jpg,"A romantic comedy set during the reign of Rama 5 (Chulalongkorn).Thong In is an experienced doctor who has treated many people. He has a grandson named Thong Ake who wants to become a traditional doctor. He also studies ancient Thai medicine. One day, Thong In isolates himself after one of his patients dies and he's blamed for his death. He doesn't want Thong Ake to become a doctor and go through the same. Still, Thong Ake is determined to prove himself to his grandfather.Chaba is a tough and fearless girl. She prefers to fight with swords than do household chores. After meeting Thong Ake's grandfather, she becomes interested in traditional medicine and wants to become a doctor as well. Thong Ake starts teaching her and although they don't get along at first, they eventually fall in love.(Source: MyDramaList)",Thailand,Drama,14,"Jan 31, 2019 - Mar 20, 2019","Wednesday, Thursday",Channel 3,1 hr. 50 min.,8.0 (scored by 651 users),2273,5434,Not Yet Rated,1944
